id,lastname,firstname,first_g,last_g
farrj001,Farrell,John,20110401,20171009
farrk101,Farrell,Kerby,19570416,19570929
felsj101,Felske,John,19850409,19870617
ferrm101,Ferraro,Mike,19830404,19880605
fitzf101,Fitzsimmons,Freddie,19430728,19520911
flahr001,Flaherty,Ryan,20220611,20220621
fleta101,Fletcher,Art,19170930,19450808
floyb101,Floyd,Bobby,20010519,20010519
fogeh801,Fogel,Horace,19020417,19020610
fohll101,Fohl,Lee,19150522,19260926
fonsl101,Fonseca,Lew,19320412,19340508
fox-c101,Fox,Charlie,19700524,19831002
franh101,Franks,Herman,19550726,19790923
frant001,Francona,Terry,19970401,20231001
frazj101,Frazier,Joe,19760409,19770530
fregj101,Fregosi,Jim,19780602,20001001
freyj801,Frey,Jim,19800410,19860611
frisf101,Frisch,Frankie,19330725,19510721
fuche801,Fuchs,Judge,19290418,19291006
galam801,Galante,Matt,19950908,19990711
ganzj101,Ganzel,John,19080414,19150930
garcd801,Garcia,Dave,19750526,19821003
gardb101,Gardner,Billy,19810522,19870826
gardl101,Gardner,Larry,19240510,19240511
gardr001,Gardenhire,Ron,20000713,20200918
garnp001,Garner,Phil,19920406,20070826
gastc101,Gaston,Cito,19890515,20101003
gereb001,Geren,Bob,20060927,20220527
gessd101,Gessler,Doc,19140414,19140502
gibbj001,Gibbons,John,20030502,20240331
gibsb101,Gibson,Bob,19840817,19840819
gibsg101,Gibson,George,19200414,19340617
gibsk001,Gibson,Kirk,20040410,20140924
giraj001,Girardi,Joe,20050531,20220601
gleak101,Gleason,Kid,19190423,19231007
gomep101,Gomez,Preston,19690408,19800723
gonzf801,Gonzalez,Fredi,19990517,20160516
gonzm101,Gonzalez,Mike,19380914,19400610
gordj101,Gordon,Joe,19580627,19691002
goryj101,Goryl,Johnny,19800825,19860724
gowdh101,Gowdy,Hank,19460927,19460929
grama101,Grammas,Alex,19690926,19771002
greea001,Green,Andy,20160404,20220412
greed101,Green,Dallas,19790831,19960825
grifc101,Griffith,Clark,19010424,19201003
grifk001,Griffey,Ken,19990617,19990617
grifp801,Grifol,Pedro,20230330,20240807
grimb101,Grimes,Burleigh,19370420,19381002
grimc101,Grimm,Charlie,19320804,19600504
grohh101,Groh,Heinie,19180828,19180902
guilo001,Guillen,Ozzie,20040405,20121003
guttd101,Gutteridge,Don,19690503,19700901
haase101,Haas,Eddie,19850409,19850825
hacks101,Hack,Stan,19540413,19580928
halec001,Hale,Chip,20140523,20190918
haled801,Hale,DeMarlo,20130610,20230807
hanef101,Haney,Fred,19390422,19590929
hanln101,Hanlon,Ned,19010418,19071006
hardm101,Harder,Mel,19611001,19620930
hargm001,Hargrove,Mike,19910706,20070630
harrb101,Harrelson,Bud,19880822,19910928
harrb106,Harris,Bucky,19240415,19560930
harrl101,Harris,Lum,19510825,19720806
harrt001,Harrah,Toby,19920709,20020910
hartg103,Hartnett,Gabby,19370715,19400929
hartj801,Hart,John,19890912,19891001
hartr101,Hartsfield,Roy,19770407,19790930
haseb001,Haselman,Bill,20220703,20220705
hattg101,Hatton,Grady,19660412,19680617
heffd101,Heffner,Don,19660415,19660710
helmt101,Helms,Tommy,19880502,19891001
hemsr101,Hemsley,Rollie,19540822,19540828
hemus101,Hemus,Solly,19590410,19610705
hende103,Hendricks,Elrod,19880518,19880728
hendj101,Hendricks,Jack,19180416,19291006
hermb101,Herman,Billy,19470415,19660907
herzb101,Herzog,Buck,19140414,19170623
herzw101,Herzog,Whitey,19730407,19900705
higgm101,Higgins,Pinky,19550412,19620930
higha101,High,Andy,19330608,19370719
hillt801,Hillman,Trey,20080331,20130614
himsv801,Himsl,Vedie,19610411,19610607
hinca001,Hinch,A.J.,20090508,20241012
hitcb101,Hitchcock,Billy,19600803,19670928
hobsb101,Hobson,Butch,19920407,19940810
hodgg101,Hodges,Gil,19630523,19710930
hoffg001,Hoffman,Glenn,19980622,19980927
holmt101,Holmes,Tommy,19510620,19520530
hoovp001,Hoover,Paul,20240902,20240903
hoppj102,Hopp,Johnny,19560630,19560702
hornr101,Hornsby,Rogers,19250531,19530916
houkr101,Houk,Ralph,19600528,19840930
howaf102,Howard,Frank,19810409,19831002
howea001,Howe,Art,19890404,20041003
howld101,Howley,Dan,19270415,19320925
howsd101,Howser,Dick,19780724,19860713
huffg801,Huff,George,19070420,19070430
huggm101,Huggins,Miller,19120502,19290919
huntb105,Hunter,Billy,19650730,19780930
hurdc001,Hurdle,Clint,20020426,20190928
hutcf101,Hutchinson,Fred,19520705,19640812
hydeb801,Hyde,Brandon,20100903,20241002
jausd801,Jauss,Dave,20090710,20210720
jennd801,Jennings,Dan,20150518,20151004
jennh101,Jennings,Hughie,19070411,19250924
jeths101,Jethroe,Sam,19460530,19460530
jewet801,Jewett,Trent,20140829,20150708
johnd105,Johnson,Davey,19840402,20130929
johnd106,Johnson,Darrell,19740405,19821003
johnr103,Johnson,Roy,19440503,19490710
johnt102,Johnson,Tim,19940803,19980927
johnw102,Johnson,Walter,19290417,19350804
jonef102,Jones,Fielder,19040606,19180612
joose101,Joost,Eddie,19540413,19540926
jorgm001,Jorgensen,Mike,19950616,19951001
judgj101,Judge,Joe,19300802,19300803
jurgb101,Jurges,Billy,19590704,19600607
kaplg001,Kapler,Gabe,20180329,20230927
kaske101,Kasko,Eddie,19700407,19730929
keanj801,Keane,Johnny,19610706,19660506
keelw101,Keeler,Willie,19120419,19120503
kellj106,Kelley,Joe,19020731,19081007
kellt101,Kelly,Tom,19860912,20011007
kennb104,Kennedy,Bob,19630409,19680929
kennk801,Kennedy,Kevin,19930405,19960929
kerrj101,Kerrigan,Joe,20010816,20011006
kessd101,Kessinger,Don,19790406,19790801
killb101,Killefer,Bill,19210803,19330718
kimmb101,Kimm,Bruce,20020706,20020929
kingc101,King,Clyde,19690407,19821003
kittm101,Kittridge,Malachi,19040414,19040509
kleil101,Klein,Lou,19610901,19651003
klinj101,Kling,Johnny,19120411,19121005
knabo101,Knabe,Otto,19140413,19151003
knigr001,Knight,Ray,19950908,20030728
knoob101,Knoop,Bobby,19940517,19940518
konee101,Konetchy,Ed,19170914,19170919
kotsm001,Kotsay,Mark,20220408,20240929
krolj801,Krol,Jack,19780426,19800608
kuehk801,Kuehl,Karl,19760409,19760903
kuenh101,Kuenn,Harvey,19750928,19831002
kuhej101,Kuhel,Joe,19480419,19491002
lachm101,Lachemann,Marcel,19920811,19960804
lachr101,Lachemann,Rene,19810506,20020705
lajon101,Lajoie,Nap,19050415,19090821
lakef101,Lake,Fred,19080828,19101012
lamog101,Lamont,Gene,19920407,20160527
lanih101,Lanier,Hal,19860408,19881002
larut101,La Russa,Tony,19790803,20220830
lasot101,Lasorda,Tom,19760929,19960623
lavac101,Lavagetto,Cookie,19570507,19620726
lawlt001,Lawless,Tom,20140902,20140928
lefej101,Lefebvre,Jim,19890403,19991003
lemob101,Lemon,Bob,19700609,19820425
lemoj101,Lemon,Jim,19680410,19680929
leylj801,Leyland,Jim,19850810,20131019
leyvn801,Leyva,Nick,19890404,19910421
lillb101,Lillis,Bob,19820810,19910915
linar801,Linares,Rodney,20240911,20240911
lipoj101,Lipon,Johnny,19710730,19710929
littg801,Little,Grady,20000504,20070930
lobeh101,Lobert,Hans,19381002,19420927
lockw101,Lockman,Whitey,19720727,19740721
loftt101,Loftus,Tom,19010419,19030928
lombg001,Lombard,George,20220520,20220520
lopae101,Lopat,Eddie,19620929,19640610
lopea102,Lopez,Al,19510417,19690501
loped001,Lopes,Davey,20000403,20020417
lordh101,Lord,Harry,19150605,19150930
lovut001,Lovullo,Torey,20150811,20240929
loweb101,Lowe,Bobby,19040726,19041008
lowrp101,Lowrey,Peanuts,19780915,19780916
luccf801,Lucchesi,Frank,19700407,19871004
lumlh101,Lumley,Harry,19090415,19091007
lyont102,Lyons,Ted,19460526,19481003
machk101,Macha,Ken,19990416,20101003
mackb102,Mackey,Biz,19460604,19460609
mackc101,Mack,Connie,19010426,19501001
macke101,Mack,Earle,19370904,19500517
mackp101,Mackanin,Pete,20040514,20171001
maddj801,Maddon,Joe,19960811,20220606
magel101,Magee,Lee,19150410,19150821
mancg101,Mancuso,Gus,19370629,19370629
mannj102,Manning,Jim,19010426,19010927
mansd801,Mansolino,Doug,20010511,20010511
manuc101,Manuel,Charlie,20000403,20130814
manuj101,Manuel,Jerry,19980331,20101003
marar101,Maranville,Rabbit,19250707,19250901
marim101,Marion,Marty,19510417,19560930
marmo801,Marmol,Oliver,20220407,20240929
marsj101,Marshall,Jim,19740725,19790930
martb001,Martinez,Buck,20010401,20020602
martb105,Martin,Billy,19690408,19880622
martd002,Martinez,Dave,20180330,20240929
martm102,Martinez,Marty,19860508,19860508
mathc102,Mathewson,Christy,19160721,19180825
mathe101,Mathews,Eddie,19720807,19740721
mathm001,Matheny,Mike,20120404,20221005
mattb101,Mattick,Bobby,19800409,19811004
mattd001,Mattingly,Don,20070507,20221005
maucg101,Mauch,Gene,19600416,19871004
may-m001,May,Milt,19930827,19930831
mazzl001,Mazzilli,Lee,20040404,20060616
mcalj102,McAleer,Jimmy,19010424,19111007
mcbrg101,McBride,George,19120918,19211002
mccaj801,McCallister,Jack,19240506,19271002
mccaj802,McCarthy,Joe,19260413,19500618
mcclj801,McCloskey,John,19060412,19081004
mccll001,McClendon,Lloyd,20010403,20200927
mcewj001,McEwing,Joe,20180427,20180823
mcgad102,McGann,Dan,19070411,19070411
mcgam801,McGaha,Mel,19620410,19650515
mcgrj101,McGraw,John,19010426,19320601
mcgud101,McGuire,Deacon,19070610,19110501
mcins101,McInnis,Stuffy,19270412,19271002
mckeb101,McKechnie,Bill,19150619,19460925
mckej801,McKeon,Jack,19730406,20110928
mclaj801,McLaren,John,19990912,20110626
mcmam101,McManus,Marty,19320619,19331001
mcmir101,McMillan,Roy,19720528,19750928
mcnaj801,McNamara,John,19690919,19960929
mcphb101,McPhee,Bid,19010420,19020710
mcrah001,McRae,Hal,19910524,20020929
meles101,Mele,Sam,19610606,19670608
melis101,Melillo,Ski,19380927,19381002
melvb001,Melvin,Bob,19990823,20240929
mendc801,Mendoza,Carlos Enrique,20200902,20241020
menkd101,Menke,Denis,19970409,19970523
merrs801,Merrill,Stump,19900606,19911006
metrc101,Metro,Charlie,19620605,19700607
meulh001,Meulens,Hensley,20180728,20180729
meyeb101,Meyer,Billy,19480419,19520928
michg101,Michael,Gene,19810409,19870907
milac101,Milan,Clyde,19220412,19221001
miled801,Miley,Dave,20030729,20050620
millb101,Mills,Brad,20050406,20170709
millb108,Mills,Buster,19530919,19530927
milld102,Miller,Dots,19170812,19170812
millr801,Miller,Ray,19850621,19991003
mitcf101,Mitchell,Fred,19160708,19231006
mizej001,Mizerock,John,20020430,20020514
molip001,Molitor,Paul,20150406,20180930
montc001,Montoyo,Charlie,20190328,20230807
montr003,Montgomery,Ray,20220627,20230729
moorj102,Moore,Jackie,19840525,19890527
moort102,Moore,Terry,19540715,19540926
morap101,Moran,Pat,19150414,19231007
morgj101,Morgan,Joe,19880715,19911006
morig101,Moriarty,George,19270415,19280930
mossl101,Moss,Les,19680712,19790611
murpp801,Murphy,Pat,20150616,20241003
murrb801,Murray,Billy,19070411,19091007
murtd101,Murtaugh,Danny,19570804,19761003
muset101,Muser,Tony,19970609,20020429
myatg102,Myatt,George,19680614,19691002
narrj001,Narron,Jerry,19950426,20190524
negrk001,Negron,Kristopher,20220420,20220424
neunj101,Neun,Johnny,19460521,19480805
nevip001,Nevin,Phil,20220607,20231001
newmj001,Newman,Jeff,19860626,20000604
nichk101,Nichols,Kid,19040415,19050503
nixor101,Nixon,Russ,19820721,19900621
norei101,Noren,Irv,19730720,19730722
normb101,Norman,Bill,19580611,19590502
nossj101,Nossek,Joe,19950801,20030523
oaker101,Oakes,Rebel,19140503,19151003
oatej101,Oates,Johnny,19900601,20010503
oconj104,O'Connor,Jack,19100414,19101009
odayh101,O'Day,Hank,19120411,19141005
ofarb101,O'Farrell,Bob,19270412,19340726
olivt101,Oliver,Tom,19540608,19540610
oneis101,O'Neill,Steve,19350805,19540711
onslj101,Onslow,Jack,19490419,19500526
oquej001,Oquendo,Jose,20020409,20020413
ott-m101,Ott,Mel,19420414,19480715
owenp801,Owens,Paul,19720710,19840930
ozard801,Ozark,Danny,19730406,19840930
parem001,Parent,Mark,20130606,20150614
parks102,Parker,Salty,19670922,19720826
parrl001,Parrish,Lance,19990702,19990703
parrl002,Parrish,Larry,19980901,19991002
paulj001,Paul,Josh,20190717,20190717
peckr101,Peckinpaugh,Roger,19140915,19410928
pedra001,Pedrique,Al,20040702,20110412
penat001,Pena,Tony,20020515,20050510
pennh101,Pennock,Herb,19360718,19360718
peret001,Perez,Tony,19930405,20011007
perkc101,Perkins,Cy,19370612,19371003
perls101,Perlozzo,Sam,20020718,20070617
perrr101,Perranoski,Ron,19970920,19970920
peskj101,Pesky,Johnny,19630409,19801005
pettj101,Pettini,Joe,20100813,20110515
philb101,Phillips,Bill,19140416,19150618
phill801,Phillips,Lefty,19680410,19710930
piccr001,Picciolo,Rob,20110522,20110802
pinil001,Piniella,Lou,19860408,20100822
plumb101,Plummer,Bill,19920406,19921004
poled101,Pole,Dick,20040428,20040428
popoe801,Popowski,Eddie,19690923,19730930
portb001,Porter,Bo,20130331,20140831
pricb801,Price,Bryan,20140331,20180418
print001,Prince,Tom,20170811,20190929
protd101,Prothro,Doc,19390419,19410928
pujol001,Pujols,Luis,20020409,20020929
quadm801,Quade,Mike,20100823,20110928
quatm801,Quatraro,Matt,20200902,20241010
queem102,Queen,Mel,19970924,19970928
quilf101,Quilici,Frank,19720707,19750928
quirj001,Quirk,Jamie,19980609,20120523
raded103,Rader,Doug,19830404,19910825
randw001,Randolph,Willie,20040501,20080616
rappv801,Rapp,Vern,19770407,19840815
redmm001,Redmond,Mike,20130401,20210725
regap101,Regan,Phil,19950426,19951001
reisp101,Reiser,Pete,19690702,19690727
renir101,Renick,Rick,20000602,20020503
rentr001,Renteria,Rich,20140331,20201001
reyec801,Reyes,Cananea,19810428,19810429
riced101,Rice,Del,19650722,19721004
richp101,Richards,Paul,19510417,19761003
rickb101,Rickey,Branch,19130917,19250530
riddg801,Riddoch,Greg,19900712,19920922
riddj101,Riddle,Johnny,19520717,19540724
riggj801,Riggleman,Jim,19920923,20180930
rignb101,Rigney,Bill,19560417,19761002
ripkc801,Ripken,Cal,19790827,19880411
robed001,Roberts,Dave,20140522,20241029
robif103,Robinson,Frank,19750408,20061001
robis801,Robison,Stan,19050810,19051008
robiw101,Robinson,Wilbert,19020505,19310927
rodgb102,Rodgers,Buck,19800410,19940516
rodre001,Rodriguez,Edwin,20100623,20110618
rodre801,Rodriguez,Eddie,20050620,20060517
roenr001,Roenicke,Ron,20060817,20200927
rojac101,Rojas,Cookie,19880404,20010526
rojal801,Rojas,Luis,20200724,20211003
rolfr101,Rolfe,Red,19490419,19520704
rosep001,Rose,Pete,19840817,19890821
rossd001,Ross,David,20200724,20231001
rothl101,Rothschild,Larry,19980331,20010417
rowlp801,Rowland,Pants,19150414,19180902
rowsj801,Rowson,James,20210731,20210811
roysj001,Royster,Jerry,20000808,20020929
ruelm101,Ruel,Muddy,19410706,19470928
runnp101,Runnels,Pete,19660909,19660927
runnt001,Runnells,Tom,19910604,20150515
russb001,Russell,Bill,19880927,20000908
russj002,Russell,John,20080331,20160720
ryanc102,Ryan,Connie,19570618,19770627
sampt101,Sampson,Tommy,19460429,19460929
samuj001,Samuel,Juan,20100604,20100801
sandr001,Sandberg,Ryne,20130816,20150624
sawye801,Sawyer,Eddie,19480727,19600412
scalg101,Scales,George,19450506,19450813
schab801,Schaefer,Bob,19910522,20050816
schar103,Schalk,Ray,19270412,19290513
scheb101,Scheffing,Bob,19570416,19630616
schll101,Schlafly,Larry,19140413,19150603
schnj801,Schneider,John,20210622,20240929
schor101,Schoendienst,Red,19650412,19900801
schuj103,Schultz,Joe,19690408,19730930
schus001,Schumaker,Skip,20220409,20240927
sciom001,Scioscia,Mike,20000403,20180930
scotd002,Scott,Dick,20160612,20160612
selef801,Selee,Frank,19010419,19050627
servs002,Servais,Scott,20160404,20240821
sewel101,Sewell,Luke,19410605,19520729
shawb102,Shawkey,Bob,19300415,19300928
sheam102,Shea,Merv,19420518,19420519
sheet102,Sheehan,Tom,19380809,19601002
sheld801,Shelton,Derek,20180729,20240929
shelf101,Shellenback,Frank,19390704,19460502
shepl801,Shepard,Larry,19680410,19690925
sherg801,Sherlock,Glenn,20030718,20220502
shern102,Sherry,Norm,19760724,19770710
shetb801,Shettsline,Bill,19010418,19021003
shilm801,Shildt,Mike,20180715,20241011
shotb101,Shotton,Burt,19230422,19501001
showb801,Showalter,Buck,19920407,20231001
silvk101,Silvestri,Ken,19670929,19671001
simmt001,Simmons,Ted,20100612,20100612
sisld101,Sisler,Dick,19640608,19651003
sislg101,Sisler,George,19240415,19260926
sizeg001,Sizemore,Grady,20240809,20240929
skaff101,Skaff,Frank,19660714,19661002
skinb101,Skinner,Bob,19680616,19770529
skinj001,Skinner,Joel,20020711,20060417
slatj101,Slattery,Jack,19280411,19280522
slidr801,Slider,Rac,19900613,19900615
smith104,Smith,Harry,19090717,19091007
smith110,Smith,Heinie,19020612,19020717
smitm105,Smith,Mayo,19550413,19701001
snitb801,Snitker,Brian,20160517,20241002
snowf101,Snow,Felton,19440604,19460818
snydj103,Snyder,Jim,19880606,19881002
sotha101,Sothoron,Allen,19330719,19330727
soutb101,Southworth,Billy,19290416,19510619
speat101,Speaker,Tris,19190719,19260927
speic001,Speier,Chris,20080523,20170528
stahc101,Stahl,Chick,19060827,19061006
stahj101,Stahl,Jake,19050414,19130715
stalg101,Stallings,George,19010425,19201003
stane101,Stanky,Eddie,19520415,19770622
stanm002,Stanley,Mike,20020519,20020520
steit001,Steinbach,Terry,20130721,20140412
stenc101,Stengel,Casey,19340417,19650724
stocm101,Stock,Milt,19510503,19510506
stovg101,Stovall,George,19110503,19151003
streg101,Street,Gabby,19290723,19380925
strig102,Strickland,George,19640414,19661002
stubm101,Stubing,Moose,19880923,19881002
sukec101,Sukeforth,Clyde,19470415,19470417
sullb102,Sullivan,Billy,19090414,19091003
sullh101,Sullivan,Haywood,19650516,19651003
sveud001,Sveum,Dale,20070927,20130929
swifb102,Swift,Bob,19590709,19660710
tamaj101,Tamargo,John,20020531,20040903
tannc101,Tanner,Chuck,19700918,19880522
tappe101,Tappe,El,19610531,19620430
taylz101,Taylor,Zack,19460831,19510930
tebbb101,Tebbetts,Birdie,19540413,19660819
tenag101,Tenace,Gene,19910821,19940529
tennf101,Tenney,Fred,19110412,19111009
tennf102,Tenney,Fred,19050414,19071005
terrb101,Terry,Bill,19320604,19410928
thomi101,Thomas,Ira,19120910,19120910
thomr003,Thompson,Robby,20050805,20130821
thomr801,Thomson,Rob,20080404,20241009
tighj801,Tighe,Jack,19570416,19580609
tingj801,Tingler,Jayce,20200724,20220511
tinkj101,Tinker,Joe,19130412,19161001
torbj101,Torborg,Jeff,19770619,20030510
torrj101,Torre,Joe,19770531,20101003
toscc801,Tosca,Carlos,20000907,20130511
tracd101,Tracewski,Dick,19790612,19890604
tracj101,Tracy,Jim,20000716,20121003
trama001,Trammell,Alan,20030331,20140928
trayp101,Traynor,Pie,19340619,19391001
trebt801,Trebelhorn,Tom,19860926,20070915
tremd801,Trembley,Dave,20070619,20100603
trouq101,Trouppe,Quincy,19450416,19460811
tuckg801,Tuck,Gary,20060829,20060829
turnt801,Turner,Ted,19770511,19770511
ullgs101,Ullger,Scott,20020626,20120506
unglb101,Unglaub,Bob,19070501,19070608
uruel801,Urueta,Luis,20200726,20240929
valeb102,Valentine,Bobby,19850517,20121003
varsg001,Varsho,Gary,20020524,20060628
venaw001,Venable,Will,20220421,20220426
ventr001,Ventura,Robin,20120406,20161002
vernm101,Vernon,Mickey,19610410,19640429
vinca801,Vincent,Al,19570507,19570508
virdb101,Virdon,Bill,19690713,20010607
virgo101,Virgil,Ozzie,19840817,19840826
vitto101,Vitt,Ossie,19380419,19400929
vogts001,Vogt,Stephen,20240328,20241019
vukoj101,Vukovich,John,19830615,19960816
wagnh101,Wagner,Honus,19170630,19170703
wagnh103,Wagner,Heinie,19290502,19300928
wakad001,Wakamatsu,Don,20050515,20180930
walkh102,Walker,Harry,19550528,19720825
walkh103,Walker,Hoss,19440430,19450418
walkr101,Walker,Rube,19680925,19680929
wallb101,Wallace,Bobby,19110412,19371003
